epoch,accuracy,loss,val_accuracy,val_loss
0,0.3512316644191742,1.3405570983886719,0.4063400626182556,1.2907460927963257
1,0.6252421736717224,1.020015835762024,0.651296854019165,0.9333760142326355
2,0.7913091778755188,0.5862396955490112,0.6858789920806885,0.7727574706077576
3,0.8474951386451721,0.41219401359558105,0.6772334575653076,0.7952605485916138
4,0.8826460242271423,0.3251781165599823,0.6858789920806885,0.8185591697692871
5,0.9072792530059814,0.2627796232700348,0.7002881765365601,0.8458378314971924
6,0.9305286407470703,0.21221882104873657,0.6858789920806885,0.9251498579978943
7,0.9432604312896729,0.17725683748722076,0.6858789920806885,0.9542763829231262
8,0.951287031173706,0.1490914225578308,0.6743515729904175,1.093531847000122
9,0.9582064747810364,0.13805344700813293,0.6743515729904175,1.0876027345657349
10,0.9670633673667908,0.11697301268577576,0.7002881765365601,1.1388626098632812
11,0.9690008163452148,0.1008605808019638,0.6858789920806885,1.2028180360794067
12,0.9717686176300049,0.09724710136651993,0.680115282535553,1.2464295625686646
13,0.973706066608429,0.08766374737024307,0.6599423885345459,1.3421164751052856
14,0.972875714302063,0.09357530623674393,0.6743515729904175,1.336112141609192
15,0.973706066608429,0.08179952949285507,0.6743515729904175,1.3643380403518677
16,0.975643515586853,0.07152651250362396,0.6829971075057983,1.3919950723648071
17,0.976473867893219,0.06872895359992981,0.6829971075057983,1.3881349563598633
18,0.9773041605949402,0.07191364467144012,0.6628242135047913,1.4774285554885864
19,0.9778577089309692,0.0645395964384079,0.6743515729904175,1.4732801914215088
20,0.977027416229248,0.06479303538799286,0.6714697480201721,1.4920858144760132
21,0.977027416229248,0.06800080090761185,0.6599423885345459,1.5494977235794067
22,0.9792416095733643,0.06267129629850388,0.680115282535553,1.5229063034057617
23,0.9773041605949402,0.0600741021335125,0.6541786789894104,1.5922722816467285
24,0.9784113168716431,0.06093404069542885,0.6685879230499268,1.5901581048965454
